preprocessing,k1,b,query_id,query_text,rank,document_id,document_title,score,relevant
without_stopwords_with_stemming,0.5,0.75,179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",3,680,generalized conical flow fields in supersonic wing theory .,22.90290427835434,True
without_stopwords_with_stemming,0.5,0.75,179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",4,918,"on the low aspect ratio oscillating rectangular wing
in supersonic flow .",22.585483097876683,False
without_stopwords_with_stemming,0.5,0.75,179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",5,428,"the quasi-cylinder of specified thickness and shell
loading in supersonic flow .",21.796661748335215,False
without_stopwords_with_stemming,0.5,0.75,179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",6,147,"supersonic flow past slender pointed wings with ?similar?
cross sections at zero lift .",20.023879974387814,False
without_stopwords_with_stemming,0.5,0.75,179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",7,224,"quasi-cylindrical surfaces with prescribed loadings
in the linearised theory of supersonic flow .",19.665713716742502,False
without_stopwords_with_stemming,0.5,0.75,179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",8,247,"the calculation of the pressure distribution on thick
wings of small aspect ratio at zero lift in subsonic
flow .",18.42488364668503,False
without_stopwords_with_stemming,0.5,0.75,179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",9,122,"a simplified approximate method for the calculation of the pressure
around conical bodies of arbitrary shape in supersonic and hypersonic
flow .",18.334478315196378,False
without_stopwords_with_stemming,0.5,0.75,179,"has a theory of quasi-conical flows been developed, in supersonic
linearised theory, for which the upwash distribution on the lifting
surface, apart from being a homogeneous function in the
co-ordinate, is permitted to have a quite general functional form .",10,1080,viscous flow round a sphere at low reynolds numbers . /l40/ .,17.945874152115778,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",1,197,"pressure distributions on three bodies of revolution
to determine the effect of reynolds number up to and
including the transonic speed range .",15.920580904778301,True
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",2,498,"calculation of potential flow about bodies of revolution
having axes perpendicular to the free-stream direction .",14.801518735415737,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",3,248,"the application of lighthill formula for numerical
calculation of pressure distributions on bodies of
revolution at supersonic speed and zero angle of attack .",14.760784150488952,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",4,234,"a second order shock-expansion method applicable to
bodies of revolution near zero lift .",14.629729928788251,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",5,56,"an analysis of the applicability of the hypersonic
similarity law to the study of the flow about bodies
of revolution at zero angle of attack .",14.138992848929307,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",6,1352,"aerodynamic investigation of a parabolic body of revolution
at mach number of 1. 92 and some effects of an annular
supersonic jet exhausting from the base .",14.090636485967064,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",7,927,"investigation of normal force distributions and wake
vortex characteristics of bodies of revolution at supersonic
speeds .",13.963984498002187,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",8,57,"applicability of the hypersonic similarity rule to
pressure distributions which include the effects of
rotation for bodies of revolution at zero angle of
attack .",13.630628629919226,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",9,124,"a summary of the supersonic pressure drag of bodies
of revolution .",13.40724355542911,False
without_stopwords_with_stemming,0.5,0.75,18,"are experimental pressure distributions on bodies of revolution at angle
of attack available .",10,225,elliptic cones alone and with wings at supersonic speeds .,13.281929020884991,False
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,1,548,"the contraction of satellite orbits under the influence
of air drag . pt .iv with scale height dependent on
altitude .",19.217993268690382,False
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,2,617,"determination of upper-atmosphere air density profile from satellite
observations .",15.807744514834555,True
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,3,616,"determination of upper-atmosphere air density and scale height from
satellite observations .",15.350778634379338,True
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,4,622,"scale height in the upper atmosphere, derived from changes in satellite
orbits .",15.090704103116828,True
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,5,1324,"the effect on transition of isolated surface excrescences
in the boundary layer .",11.25441438994405,False
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,6,1391,shock wave and flow field development in hypersonic re-entry .,10.004013373087812,False
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,7,719,tumbling bodies entering the atmosphere .,9.847675879576993,False
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,8,85,"on trails of axisymmetric hypersonic blunt bodies flying
through the atmosphere .",8.460483940460655,False
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,9,1000,"free-flight measurements of the static and dynamic
stability and drag of a 10 blunted cone at mach numbers
3 .5 and 8 .5 .",8.173124044134768,False
without_stopwords_with_stemming,0.5,0.75,180,how does scale height vary with altitude in an atmosphere .,10,882,"the variation of gust frequency with gust velocity
and altitude .",8.147686666190685,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",1,997,experimental and theoretical studies of axisymmetric free jets .,11.484065984775565,True
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",2,993,"the extent of the jet interference flow fields .
jet effects on cylindrical afterbodies housing sonic and supersonic
nozzles which exhaust against a supersonic stream at angles of attack
from 90degree to 180degree .",11.000508420293617,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",3,131,two-dimensional jet mixing of a compressible fluid .,10.153902359669793,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",4,1074,"theoretical and experimental investigation of second-order supersonic
wing-body interference .",9.675244842673262,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",5,970,"loads induced on a flat plate wing by an air jet exhausting
perpendicularly through the wing and normal to a free-stream flow of mach
number 2.0 .",9.606869062428558,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",6,696,"pressure loads produced on a flat-plate wing by rocket jets exhausting
in a spanwise direction below the wing and perpendicular to a
free-stream flow of mach number 2.0 .",9.517456940158517,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",7,1075,"an experimental and theoretical investigation of second-order supersonic
 wing-body interference, for a non-lifting body with wings at incidence .",8.859336014402286,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",8,176,"base pressure at subsonic speeds in the presence of
a supersonic jet .",8.829360963317086,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",9,1093,"induced interference effects on jet and buried-fan
vtol configurations in transition .",8.766285760449161,False
without_stopwords_with_stemming,0.5,0.75,181,"jet interference with supersonic flows
theoretical papers .",10,243,"investigation with an interferometer of the turbulent
mixing of a free supersonic jet .",8.68001224979625,False
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",1,634,"effects of leading edge bluntness on flutter characteristics
of some square- planform double-wedge airfoils at a
mach number of 15 .4.",42.79553494606531,False
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",2,685,"aerodynamic effects of some configuration variables
on the aeroelastic characteristics of lifting surfaces
at mach numbers from 0. 7 to 6. 86 .",39.51623695674337,True
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",3,686,"flutter tests of some simple models at a mach number
of 7. 2 in helium flow .",27.225488352642287,True
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",4,593,"theoretical considerations of flutter at high mach
number .",21.496965828852677,False
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",5,211,"effect of slight blunting of leading edge of an immersed
body on the flow around it at hypersonic speed .",17.02189235223758,False
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",6,1300,"some effects of bluntness on boundary layer transition
and heat transfer at supersonic speeds .",16.805496761671957,False
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",7,1218,"experimental lift and drag of a series of glide configurations
at mach numbers 12 .6 and 17 .5.",16.652990202542775,False
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",8,712,"low-speed longitudinal aerodynamic characteristics associated with a
series of low-aspect ratio wings having variations in leading-edge
contour .",15.348722742357962,False
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",9,193,"a study of inviscid flow about air foils at high supersonic
speeds .",14.97455700144567,False
without_stopwords_with_stemming,0.5,0.75,182,"effects of leading-edge bluntness on the flutter characteristics of some
square-planform double-wedge airfoils at mach numbers less than 15.4.",10,856,"some experimental studies of panel flutter at mach
1 .3.",14.848738405868271,False
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",1,809,"an investigation of the influence of lift on sonic-boom
intensity by means of wind tunnel measurements of the
pressure fields of several wing-body combinations at
a mach number of 2. 01 .",13.484258904394409,True
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",2,811,"an investigation of lifting effects on the intensity
of sonic booms .",13.29469174825018,True
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",3,1226,"heat transfer in the laminar boundary layer with ablation
of vapor of arbitrary molecular weight .",11.093192886639804,False
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",4,806,"ground measurements of airplane shock wave noise at
mach numbers to 2, and at altitudes of 60,000 feet .",10.975381342387777,True
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",5,804,a flight test investigation of the sonic boom .,10.774728901473575,True
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",6,758,"the lower bound of attainable sonic-boom over-pressure
and design methods of approaching this limit .",10.697870946156147,False
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",7,808,"an investigation of some aspects of the sonic boom
by means of wind tunnel measurements of pressures about
several bodies at a mach number of 2. 01 .",10.32257263927963,True
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",8,1243,supersonic boom of wing-body configurations .,9.587060200020195,True
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",9,883,correlated fatigue data for aircraft structural joints .,9.285043302458355,False
without_stopwords_with_stemming,0.5,0.75,183,"what factors have been shown to have a primary influence on sonic boom
strength .",10,39,on the flow of a sonic stream past an airfoil surface .,8.969583304174456,False
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,1,715,"motion of a ballistic missile angularly misaligned
with the flight path upon entering the atmosphere and
its effect upon aerodynamic heating, aerodynamic loads
and miss distance .",12.275758866276274,True
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,2,207,"laminar boundary layer oscillations and transition
on a flat plate .",11.552281884434352,False
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,3,515,"self sustained oscillations of a system with non-linear
damping of a particular type .",11.500849344870648,False
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,4,716,"study of the oscillatory motion of manned vehicles
entering the earth's atmosphere .",11.295297098205847,True
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,5,82,"theoretical investigation of the ablation of a glass-type
heat protection shield of varied material properties
at the stagnation point of a re-entering irbm .",11.277020373352988,False
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,6,509,"a graphical approximation for temperatures and sublimation rates at
surfaces subjected to small net and large gross heat transfer rates .",10.47550164051776,False
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,7,274,"analysis of quartz and teflon shields for a particular
re-entry mission .",9.969490146931332,False
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,8,554,generalized heat transfer formulas and graphs .,9.512107439341007,False
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,9,1217,"application of inequality constraints to variational
problems of lifting re-entry .",9.411986910194173,False
without_stopwords_with_stemming,0.5,0.75,184,work on small-oscillation re-entry motions .,10,1219,"determination of lift or drag programs to minimize
re-entry heating .",9.239988275557778,False
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,1,856,"some experimental studies of panel flutter at mach
1 .3.",13.652881243955294,True
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,2,857,"experimental studies of flutter of buckled rectangular
panels at mach numbers from 1. 2 to 3. 0 including
effects of pressure differential and of panel
width-length ratio .",13.109165736559087,True
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,3,390,some panel-flutter studies using piston theory .,11.340318123258704,False
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,4,766,"experimental investigation at mach number of 3. 0 of
effects of thermal stress and buckling on flutter characteristics
of flat single-bay panels of length-width ratio 0. 96 .",11.159452899700275,True
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,5,858,"experimental investigation at mach numbers 3. 0 of
the effects of thermal stress and buckling on the flutter
of four-bay aluminium alloy panels with length-width
ratios of 10 .",11.1225467342098,True
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,6,1008,free-flight measurements of the static and dynamic .,10.907725849319249,True
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,7,658,"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .",10.4933022769851,False
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,8,859,"flutter of aerodynamically heated aluminium-alloy and
stainless steel panels with length-width ratio of 10
at mach 3. 0.",9.37097100291638,True
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,9,948,"panel flutter tests on full scale x-15 lower vertical
stabilizer at mach number of 3. 0.",9.348871460386688,False
without_stopwords_with_stemming,0.5,0.75,185,experimental studies on panel flutter .,10,864,status of flutter of flat and curved panels .,9.336906165901002,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",1,230,"interference between the wings and tail plane of a
slender wing-body tailplane combination .",13.809533177784921,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",2,229,"interference between the wings and tail surfaces of
a combination of slender body, cruciform wings and
cruciform tail set at both incidence and yaw .",13.45787927817937,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",3,1239,body under lifting wing .,12.92501694589037,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",4,1243,supersonic boom of wing-body configurations .,12.469134741728691,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",5,1074,"theoretical and experimental investigation of second-order supersonic
wing-body interference .",12.432241722380935,True
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",6,557,"a numerical comparison between exact and approximate
theories of hypersonic inviscid flow past slender blunt
nosed bodies .",11.771909702295863,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",7,252,"an investigation of interference effects on similar models of
different size in various transonic tunnels in the u.k. .",11.674838716779659,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",8,993,"the extent of the jet interference flow fields .
jet effects on cylindrical afterbodies housing sonic and supersonic
nozzles which exhaust against a supersonic stream at angles of attack
from 90degree to 180degree .",10.870902974009756,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",9,60,"estimation forces and moments due to rolling for several
slender tail configurations at supersonic speeds .",10.8132410443414,False
without_stopwords_with_stemming,0.5,0.75,186,"how can wing-body,  flow field interference effects be approximated
rationally .",10,1062,"an experimental and theoretical investigation of second-order
wing-body interference at high mach number .",10.452154593429384,True
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",1,763,"effects of internal pressure on the buckling of circular-cylindrical
shells under bending.",25.695780433048068,False
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",2,839,"the bending stability of thin-- walled unstiffened
circular cylinders including the effects of internal
pressure .",21.804583080431552,True
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",3,1126,"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .",19.481635720773575,False
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",4,1051,"the stability of thin-walled unstiffened circular cylinders
under axial compression including the effects of internal
pressure .",18.99752780186596,False
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",5,1068,"instability analysis of cylindrical shells under hydrostatic
pressure .",18.764201859585555,False
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",6,1172,"elastic stability of circular cylindrical shells stabilized
by a soft elastic core .",18.072929470260508,False
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",7,743,"new developments in the nonlinear theories of the buckling of thin
cylindrical shells .",18.042175002731543,True
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",8,847,"experimental study of the vibrations of a circular
cylindrical shell .",17.97620813275779,False
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",9,887,"buckling due to thermal stress of cylindrical shells
subjected to axial temperature distributions .",17.14726987560345,False
without_stopwords_with_stemming,0.5,0.75,187,"has anyone analytically or experimentally investigated the effects of
internal pressure on the buckling of circular-cylindrical shells under
bending .",10,846,"on the vibration of thin cylindrical shells under internal
pressure .",17.14038609328062,False
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",1,725,"the response of a typical aircraft structure to jet
noise .",26.585445393278135,True
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",2,640,the design of structures to resist jet noise fatigue .,20.616196776855574,False
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",3,720,"a note on the use of sandwich structures in severe acoustic
environments .",19.92813101596611,False
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",4,722,random excitation of a tailplane section by jet noise .,18.16071914352751,True
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",5,908,random vibration .,17.217897395751415,False
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",6,911,"experimental study of the random vibrations of an aircraft
structure excited by jet noise .",17.059326929046552,True
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",7,729,stresses in continuous skin stiffener panels under random loading .,14.367807533281423,True
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",8,909,the effect of jet noise on aircraft structures .,13.713125871831167,True
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",9,29,"a simple model study of transient temperature and thermal
stress distribution due to aerodynamic heating .",13.237532642462192,False
without_stopwords_with_stemming,0.5,0.75,188,"what theoretical and experimental work has been done on the excitation
and response of typical structures in a noise environment .",10,220,"a general purpose analogue correlator for the analysis of
random noise signals .",12.45493714287139,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",1,767,"mathematical techniques applying to the thermal fatigue behaviour
of high temperature alloys .",22.29552580611696,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",2,640,the design of structures to resist jet noise fatigue .,15.040051046550941,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",3,883,correlated fatigue data for aircraft structural joints .,11.615015127324005,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",4,1334,"calculated spanwise lift distributions and aerodynamic
influence coefficients for swept wings in subsonic
flow .",11.544070620851121,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",5,732,"on the analogues relating flexure and extension of
flat plates .",11.339731112126124,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",6,907,"cavitation and pressure distribution
head forms at zero angle of yaw .",11.057070507637567,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",7,870,effect of rheological behaviour on thermal stresses .,11.045046000435445,True
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",8,314,"simplified method for determination of the critical
height of distributed roughness particles for boundary
layer transition at mach numbers from 0 to 5.",10.39966639155945,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",9,1362,"non-linear analysis of heated, cambered wings by the matrix force
method .",10.367752262658595,False
without_stopwords_with_stemming,0.5,0.75,189,"is there a design method for calculating thermal fatigue endurances of
components of various types and sizes in a variety of circumstances .",10,881,cumulative damage in fatigue .,10.270060068292118,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",1,82,"theoretical investigation of the ablation of a glass-type
heat protection shield of varied material properties
at the stagnation point of a re-entering irbm .",17.335824614523354,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",2,713,"static longitudinal stability characteristics of a blunted glider
re-entry configuration having 79.5degree sweepback and 45degree dihedral at
 a mach number of 6.2 and angles of attack up to 20degree .",14.262639114511742,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",3,353,"the effect of helium injection at an axially symmetric stagnation
point .",13.643292478957106,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",4,1279,sublimation in a hypersonic environment .,13.261616167682506,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",5,706,on som reciprocal relations in the theory of nonstationary flows .,12.595029823256322,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",6,140,"the determination of turbulent skin friction by means
of pitot tubes .",12.412793513824948,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",7,274,"analysis of quartz and teflon shields for a particular
re-entry mission .",12.260998876499293,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",8,453,the influence of two-dimensional stream shear on airfoil maximum lift .,11.733774007769462,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",9,1219,"determination of lift or drag programs to minimize
re-entry heating .",11.606043211733502,False
without_stopwords_with_stemming,0.5,0.75,19,"does there exist a good basic treatment of the dynamics of re-entry
combining consideration of realistic effects with relative simplicity of
results .",10,1296,"non-equilibrium expansions of air with coupled chemical
reactions .",11.488326867626204,False
without_stopwords_with_stemming,0.5,0.75,190,"will an analysis of panel flutter based on arbitrarily assumed modes of
deformation prove satisfactory,  and if so,  what is the minimum number
of modes that need be considered .",1,390,some panel-flutter studies using piston theory .,22.110679302809487,True
without_stopwords_with_stemming,0.5,0.75,190,"will an analysis of panel flutter based on arbitrarily assumed modes of
deformation prove satisfactory,  and if so,  what is the minimum number
of modes that need be considered .",2,15,on two-dimensional panel flutter .,16.104340868022902,True
without_stopwords_with_stemming,0.5,0.75,190,"will an analysis of panel flutter based on arbitrarily assumed modes of
deformation prove satisfactory,  and if so,  what is the minimum number
of modes that need be considered .",3,14,"piston theory - a new aerodynamic tool for the
aeroelastician .",15.858767057607807,False
